longitude,latitude,aver_price,latlon
113.250554,23.123372,80.5,"113.250554,23.123372"
113.337566,23.020446,27.5,"113.337566,23.020446"
113.400653,23.121532,40.0,"113.400653,23.121532"
113.32997,23.154255,129.0,"113.32997,23.154255"
113.341315,23.155378,99.4,"113.341315,23.155378"
113.300904,23.149526,95.7,"113.300904,23.149526"
113.312614,23.108369,68.0,"113.312614,23.108369"
113.306218,23.037279,53.3,"113.306218,23.037279"
113.278115,23.252729,27.2,"113.278115,23.252729"
113.317074,23.145879,53.3,"113.317074,23.145879"
113.322904,23.12618,160.0,"113.322904,23.12618"
113.261103,23.174568,47.1,"113.261103,23.174568"
113.298809,23.240432,39.7,"113.298809,23.240432"
113.246207,23.079925,40.5,"113.246207,23.079925"
113.235721,23.141127,50.7,"113.235721,23.141127"
113.552439,22.798052,30.1,"113.552439,22.798052"
113.270533,23.126375,53.8,"113.270533,23.126375"
113.21398,23.184919,38.9,"113.21398,23.184919"
113.408192,23.384393,14.7,"113.408192,23.384393"
113.264357,23.179023,43.8,"113.264357,23.179023"
113.379815,23.127289,48.3,"113.379815,23.127289"
113.328069,22.966256,39.0,"113.328069,22.966256"
113.447232,23.107746,58.4,"113.447232,23.107746"
113.400109,23.099401,31.1,"113.400109,23.099401"
113.59710804321,23.550555627167,5.9,"113.59710804321,23.550555627167"
113.565033,23.217396,28.1,"113.565033,23.217396"
113.825481,23.229883,29.4,"113.825481,23.229883"
113.388813,23.106046,59.1,"113.388813,23.106046"
113.268761,23.105012,61.9,"113.268761,23.105012"
113.292957,23.145713,100.0,"113.292957,23.145713"
113.409527,22.947021,29.7,"113.409527,22.947021"
113.334365,23.214848,30.0,"113.334365,23.214848"
113.368056,23.139454,94.9,"113.368056,23.139454"
113.334566,22.972482,36.1,"113.334566,22.972482"
113.331775,23.189029,155.4,"113.331775,23.189029"
113.307269,23.152545,88.2,"113.307269,23.152545"
113.323674,23.017565,23.1,"113.323674,23.017565"
113.323111,23.127863,122.4,"113.323111,23.127863"
113.25738,23.149193,41.7,"113.25738,23.149193"
113.279579,23.20602,35.6,"113.279579,23.20602"
113.366338,23.144938,133.3,"113.366338,23.144938"
113.213652,23.144516,36.7,"113.213652,23.144516"
113.299221,23.076475,40.9,"113.299221,23.076475"
113.531158,23.217363,30.3,"113.531158,23.217363"
113.267474,23.194187,54.5,"113.267474,23.194187"
113.200184,23.075437,25.7,"113.200184,23.075437"
113.263176,23.187335,66.2,"113.263176,23.187335"
113.288578,23.139498,74.2,"113.288578,23.139498"
113.31679,23.125995,176.7,"113.31679,23.125995"
113.220003,23.117979,28.3,"113.220003,23.117979"
113.229354,23.156246,38.5,"113.229354,23.156246"
113.579294,23.110272,28.9,"113.579294,23.110272"
113.338606,23.126019,70.4,"113.338606,23.126019"
113.265791,23.138815,97.8,"113.265791,23.138815"
113.31619429322,22.984642729593,42.9,"113.31619429322,22.984642729593"
113.34529,23.191841,45.5,"113.34529,23.191841"
113.322451,23.102733,69.3,"113.322451,23.102733"
113.273016,23.210753,33.3,"113.273016,23.210753"
113.280769,23.145651,108.0,"113.280769,23.145651"
113.588167,23.118249,26.0,"113.588167,23.118249"
113.238587,23.072062,52.0,"113.238587,23.072062"
113.307776,23.041636,34.8,"113.307776,23.041636"
113.324806,23.094458,96.2,"113.324806,23.094458"
113.3161,23.067705,76.9,"113.3161,23.067705"
113.224681,23.118652,38.3,"113.224681,23.118652"
113.393531,23.135745,25.6,"113.393531,23.135745"
113.341315,23.155378,100.0,"113.341315,23.155378"
113.363393,23.095763,33.3,"113.363393,23.095763"
113.565561,23.106055,23.1,"113.565561,23.106055"
113.375832,23.137446,16.7,"113.375832,23.137446"
113.481284,22.951639,42.5,"113.481284,22.951639"
113.298335,23.229237,52.9,"113.298335,23.229237"
113.531158,23.217363,30.4,"113.531158,23.217363"
113.37904717941731,22.94480840704706,60.7,"113.37904717941731,22.94480840704706"
113.825827,23.228447,26.5,"113.825827,23.228447"
113.273208,23.212003,28.9,"113.273208,23.212003"
113.352519,23.000924,19.3,"113.352519,23.000924"
113.489899,22.954772,29.9,"113.489899,22.954772"
113.2668,23.124846,38.9,"113.2668,23.124846"
113.202634,23.078099,22.1,"113.202634,23.078099"
113.391634,23.131509,38.2,"113.391634,23.131509"
113.328069,22.966256,41.7,"113.328069,22.966256"
113.243457,23.168605,48.9,"113.243457,23.168605"
113.336316,23.016999,55.6,"113.336316,23.016999"
113.298861,23.135383,75.0,"113.298861,23.135383"
113.24765,23.156086,100.0,"113.24765,23.156086"
113.266838,23.113913,60.7,"113.266838,23.113913"
113.280762,23.126404,48.4,"113.280762,23.126404"
113.279215,23.141322,102.0,"113.279215,23.141322"
113.276237,23.172302,37.1,"113.276237,23.172302"
113.335615,23.188755,66.7,"113.335615,23.188755"
113.282338,23.246715,33.3,"113.282338,23.246715"
113.332809,23.026889,40.0,"113.332809,23.026889"
113.408976,23.124938,44.4,"113.408976,23.124938"
113.365385,22.961131,36.1,"113.365385,22.961131"
113.34551,23.104841,86.4,"113.34551,23.104841"
113.338431,23.143411,89.6,"113.338431,23.143411"
113.230765,23.136981,46.3,"113.230765,23.136981"
113.213228,23.117115,42.1,"113.213228,23.117115"
113.337142,23.212933,75.0,"113.337142,23.212933"
113.346947,23.144961,113.3,"113.346947,23.144961"
113.640507,23.634742,11.2,"113.640507,23.634742"
113.294302,23.103079,92.1,"113.294302,23.103079"
113.239614,23.103526,52.4,"113.239614,23.103526"
113.30925,23.048158,53.3,"113.30925,23.048158"
113.339501,23.169996,44.6,"113.339501,23.169996"
113.536986,22.798777,25.4,"113.536986,22.798777"
113.368143,23.136844,70.0,"113.368143,23.136844"
113.276924,23.102378,72.7,"113.276924,23.102378"
113.299808,23.07434,62.5,"113.299808,23.07434"
113.600308,23.130957,24.7,"113.600308,23.130957"
113.413215,23.172647,83.3,"113.413215,23.172647"
113.337376,23.187896,58.3,"113.337376,23.187896"
113.265866,23.204513,55.6,"113.265866,23.204513"
113.421693,23.133214,30.0,"113.421693,23.133214"
113.449831,23.190724,58.8,"113.449831,23.190724"
113.298809,23.240432,49.0,"113.298809,23.240432"
113.346556,23.128523,108.7,"113.346556,23.128523"
113.355867,22.91692,16.7,"113.355867,22.91692"
113.311089,23.072216,60.0,"113.311089,23.072216"
113.58871264555,23.553343386593,16.9,"113.58871264555,23.553343386593"
113.258172,23.195706,55.0,"113.258172,23.195706"
113.210834,23.181746,37.5,"113.210834,23.181746"
113.326376,23.128776,152.0,"113.326376,23.128776"
113.360998,23.066285,20.4,"113.360998,23.066285"
113.382327,22.919779,44.2,"113.382327,22.919779"
113.2642,23.157318,47.3,"113.2642,23.157318"
113.490869,22.944775,46.4,"113.490869,22.944775"
113.340488,23.129151,91.6,"113.340488,23.129151"
113.217031,23.164078,50.0,"113.217031,23.164078"
113.549218,22.804075,24.6,"113.549218,22.804075"
113.420114,23.124493,58.5,"113.420114,23.124493"
113.288982,23.217293,53.8,"113.288982,23.217293"
113.241424,23.132487,91.7,"113.241424,23.132487"
113.347517,23.147399,95.2,"113.347517,23.147399"
113.368924,23.463734,26.6,"113.368924,23.463734"
113.383863,23.00782,36.2,"113.383863,23.00782"
113.335676,22.993638,33.3,"113.335676,22.993638"
113.317074,23.145879,73.8,"113.317074,23.145879"
113.282954,23.189345,61.2,"113.282954,23.189345"
113.335488,23.211109,32.9,"113.335488,23.211109"
113.604271,23.145804,22.7,"113.604271,23.145804"
113.316477,23.036311,52.1,"113.316477,23.036311"
113.303325,23.149218,65.8,"113.303325,23.149218"
113.364531,22.943444,14.6,"113.364531,22.943444"
113.324362,23.100578,95.8,"113.324362,23.100578"
113.512608,23.219339,24.7,"113.512608,23.219339"
113.504164,23.180724,56.4,"113.504164,23.180724"
113.213652,23.144516,29.3,"113.213652,23.144516"
113.537311,22.80745,67.6,"113.537311,22.80745"
113.290485,23.238449,53.3,"113.290485,23.238449"
113.467473,23.103499,73.5,"113.467473,23.103499"
113.297653,23.150394,70.0,"113.297653,23.150394"
113.358706,23.017045,81.6,"113.358706,23.017045"
113.28592,23.129484,158.0,"113.28592,23.129484"
113.201378,23.073669,60.0,"113.201378,23.073669"
113.388849,23.137755,33.7,"113.388849,23.137755"
113.308557,23.138235,109.1,"113.308557,23.138235"
113.560362,23.332393,27.8,"113.560362,23.332393"
113.201378,23.073669,34.3,"113.201378,23.073669"
113.281182,23.133583,62.5,"113.281182,23.133583"
113.235296,23.127834,64.0,"113.235296,23.127834"
113.3414,23.164599,52.0,"113.3414,23.164599"
113.334914,23.174371,69.8,"113.334914,23.174371"
113.250725,23.076812,35.2,"113.250725,23.076812"
113.294135,23.145406,97.5,"113.294135,23.145406"
113.213652,23.144516,44.1,"113.213652,23.144516"
113.32775,23.14732,67.3,"113.32775,23.14732"
113.822753,23.231004,16.5,"113.822753,23.231004"
113.253647,23.139959,57.1,"113.253647,23.139959"
113.360977,23.017329,49.5,"113.360977,23.017329"
113.334011,23.08529,46.7,"113.334011,23.08529"
113.29869,23.14234,71.4,"113.29869,23.14234"
113.291086,23.107999,44.6,"113.291086,23.107999"
113.410013,23.161367,51.1,"113.410013,23.161367"
113.351654,23.132291,79.2,"113.351654,23.132291"
113.343299,22.996967,91.7,"113.343299,22.996967"
113.32943,23.045182,48.6,"113.32943,23.045182"
113.323856,23.132598,129.9,"113.323856,23.132598"
113.296939,23.222134,41.4,"113.296939,23.222134"
113.325086,23.024681,48.0,"113.325086,23.024681"
113.325778,23.120539,110.0,"113.325778,23.120539"
113.290968,23.239069,61.8,"113.290968,23.239069"
113.243866,23.134551,38.9,"113.243866,23.134551"
113.309962,23.131003,65.8,"113.309962,23.131003"
113.304022,23.050216,41.7,"113.304022,23.050216"
113.218501,23.072825,15.6,"113.218501,23.072825"
113.319728,23.108855,71.3,"113.319728,23.108855"
113.363522,23.096086,31.9,"113.363522,23.096086"
113.371024,23.014489,78.4,"113.371024,23.014489"
113.328875,23.026818,27.3,"113.328875,23.026818"
113.335449,23.01223,51.0,"113.335449,23.01223"
113.308232,23.15061,93.3,"113.308232,23.15061"
113.332929,23.18902,63.3,"113.332929,23.18902"
113.350132,23.13458,49.7,"113.350132,23.13458"
113.599131,22.786416,19.2,"113.599131,22.786416"
113.266421,23.101368,50.9,"113.266421,23.101368"
113.262842,23.130579,61.7,"113.262842,23.130579"
113.277777,23.100617,152.0,"113.277777,23.100617"
113.379425,22.960066,36.2,"113.379425,22.960066"
113.5693,23.134522,19.4,"113.5693,23.134522"
113.327917,22.99111,37.5,"113.327917,22.99111"
