longitude,latitude,dist,latlon
113.97256541637,22.540390626637,南山区,"113.97256541637,22.540390626637"
113.98394563798,22.553244586396,南山区,"113.98394563798,22.553244586396"
113.975133,22.58297,南山区,"113.975133,22.58297"
113.906502,22.488927,南山区,"113.906502,22.488927"
113.908692,22.725392,光明区,"113.908692,22.725392"
113.991743,22.593965,南山区,"113.991743,22.593965"
114.034306,22.655875,龙华区,"114.034306,22.655875"
113.98394563798,22.553244586396,南山区,"113.98394563798,22.553244586396"
114.087504,22.657009,龙岗区,"114.087504,22.657009"
113.97173247467,22.533048522443,南山区,"113.97173247467,22.533048522443"
113.844313,22.733567,宝安区,"113.844313,22.733567"
113.808115,22.68409,宝安区,"113.808115,22.68409"
113.891326,22.497142,南山区,"113.891326,22.497142"
114.388905,22.75336,坪山区,"114.388905,22.75336"
113.975165,22.58299,南山区,"113.975165,22.58299"
114.13664495645,22.549311552404,罗湖区,"114.13664495645,22.549311552404"
114.03327001526,22.656848494228,龙华区,"114.03327001526,22.656848494228"
114.026227,22.645981,龙华区,"114.026227,22.645981"
113.909205,22.586241,宝安区,"113.909205,22.586241"
114.212824,22.655393,龙岗区,"114.212824,22.655393"
114.048434,22.615211,龙华区,"114.048434,22.615211"
114.075296,22.649497,龙岗区,"114.075296,22.649497"
113.936296,22.523262,南山区,"113.936296,22.523262"
113.91148209354,22.579871622231,宝安区,"113.91148209354,22.579871622231"
114.037308,22.532427,福田区,"114.037308,22.532427"
113.912285,22.575441,宝安区,"113.912285,22.575441"
113.90847148757,22.556193061767,宝安区,"113.90847148757,22.556193061767"
113.826001,22.745366,宝安区,"113.826001,22.745366"
114.06396930052,22.528266405313,福田区,"114.06396930052,22.528266405313"
113.93322645466,22.533165933709,南山区,"113.93322645466,22.533165933709"
114.013394,22.655697,龙华区,"114.013394,22.655697"
113.907471,22.561461,宝安区,"113.907471,22.561461"
113.902668,22.483411,南山区,"113.902668,22.483411"
114.083041,22.625808,龙岗区,"114.083041,22.625808"
113.97200422094,22.528065995026,南山区,"113.97200422094,22.528065995026"
113.979887,22.557031,南山区,"113.979887,22.557031"
114.02836722924,22.653748422724,龙华区,"114.02836722924,22.653748422724"
114.26067170109,22.729958773193,龙岗区,"114.26067170109,22.729958773193"
113.869206,22.583862,宝安区,"113.869206,22.583862"
113.808995,22.681418,宝安区,"113.808995,22.681418"
114.034306,22.655875,龙华区,"114.034306,22.655875"
114.038848,22.656019,龙华区,"114.038848,22.656019"
114.228306,22.640351,龙岗区,"114.228306,22.640351"
114.042821,22.628935,龙华区,"114.042821,22.628935"
113.9020039833,22.588515373726,宝安区,"113.9020039833,22.588515373726"
114.055497,22.695923,光明区,"114.055497,22.695923"
114.249488,22.745333,龙岗区,"114.249488,22.745333"
114.043332,22.667554,龙华区,"114.043332,22.667554"
114.163786,22.614385,龙岗区,"114.163786,22.614385"
114.09025,22.536091,福田区,"114.09025,22.536091"
114.03840647447,22.669434745559,龙华区,"114.03840647447,22.669434745559"
113.893786,22.587838,宝安区,"113.893786,22.587838"
113.937389,22.586106,南山区,"113.937389,22.586106"
114.11722052719,22.59659366389,龙岗区,"114.11722052719,22.59659366389"
114.03197061686,22.53972368326,福田区,"114.03197061686,22.53972368326"
113.89539148771,22.554135800504,宝安区,"113.89539148771,22.554135800504"
113.814819,22.712139,宝安区,"113.814819,22.712139"
114.107671,22.570935,福田区,"114.107671,22.570935"
113.904056,22.574463,宝安区,"113.904056,22.574463"
113.9611,22.553981,南山区,"113.9611,22.553981"
114.04238,22.64989,龙华区,"114.04238,22.64989"
113.89247,22.500598,南山区,"113.89247,22.500598"
113.949362,22.51207,南山区,"113.949362,22.51207"
113.941723,22.49776,南山区,"113.941723,22.49776"
114.28084,22.730784,龙岗区,"114.28084,22.730784"
113.906624,22.580754,宝安区,"113.906624,22.580754"
113.957672,22.547709,南山区,"113.957672,22.547709"
114.05386329166,22.530104171103,福田区,"114.05386329166,22.530104171103"
114.060013,22.606099,龙华区,"114.060013,22.606099"
114.082994,22.533052,福田区,"114.082994,22.533052"
114.127137,22.539506,罗湖区,"114.127137,22.539506"
114.063071,22.63595,龙岗区,"114.063071,22.63595"
114.001347,22.698309,光明区,"114.001347,22.698309"
113.9611,22.5562,南山区,"113.9611,22.5562"
114.076846,22.541985,福田区,"114.076846,22.541985"
114.049714,22.527604,福田区,"114.049714,22.527604"
114.040931,22.652682,龙华区,"114.040931,22.652682"
113.963237,22.575966,南山区,"113.963237,22.575966"
114.120984,22.54819,罗湖区,"114.120984,22.54819"
114.22597,22.73853,龙岗区,"114.22597,22.73853"
113.946959,22.498091,南山区,"113.946959,22.498091"
114.040931,22.652682,龙华区,"114.040931,22.652682"
113.906502,22.488927,南山区,"113.906502,22.488927"
114.03197061686,22.53972368326,福田区,"114.03197061686,22.53972368326"
113.975165,22.58299,南山区,"113.975165,22.58299"
114.076737,22.542308,福田区,"114.076737,22.542308"
114.242911,22.721905,龙岗区,"114.242911,22.721905"
114.034306,22.655875,龙华区,"114.034306,22.655875"
114.052,22.602907,龙华区,"114.052,22.602907"
113.935806,22.517818,南山区,"113.935806,22.517818"
113.836528,22.725121,宝安区,"113.836528,22.725121"
114.039009,22.654116,龙华区,"114.039009,22.654116"
113.84002,22.639223,宝安区,"113.84002,22.639223"
113.936734,22.51694,南山区,"113.936734,22.51694"
113.967499,22.585749,南山区,"113.967499,22.585749"
113.868387,22.747352,宝安区,"113.868387,22.747352"
114.077847,22.650988,龙岗区,"114.077847,22.650988"
114.14747651454,22.605179260372,龙岗区,"114.14747651454,22.605179260372"
114.026974,22.657858,龙华区,"114.026974,22.657858"
114.037684,22.637256,龙华区,"114.037684,22.637256"
113.94862,22.508966,南山区,"113.94862,22.508966"
114.05892935551,22.537313295895,福田区,"114.05892935551,22.537313295895"
113.946218,22.497863,南山区,"113.946218,22.497863"
114.142381,22.580195,罗湖区,"114.142381,22.580195"
114.089654,22.638192,龙岗区,"114.089654,22.638192"
114.034306,22.655875,龙华区,"114.034306,22.655875"
114.127137,22.539506,罗湖区,"114.127137,22.539506"
114.07779849009,22.535589361675,福田区,"114.07779849009,22.535589361675"
113.971145,22.569968,南山区,"113.971145,22.569968"
114.215913,22.716854,龙岗区,"114.215913,22.716854"
114.155119,22.609543,龙岗区,"114.155119,22.609543"
114.037133,22.660742,龙华区,"114.037133,22.660742"
113.893807,22.587928,宝安区,"113.893807,22.587928"
114.07425378977,22.529435977347,福田区,"114.07425378977,22.529435977347"
113.866606,22.592109,宝安区,"113.866606,22.592109"
113.975133,22.582949,南山区,"113.975133,22.582949"
114.06660519565,22.581033340277,福田区,"114.06660519565,22.581033340277"
114.06705,22.626878,龙岗区,"114.06705,22.626878"
114.143513,22.619713,龙岗区,"114.143513,22.619713"
113.810939,22.675064,宝安区,"113.810939,22.675064"
113.898801,22.590399,宝安区,"113.898801,22.590399"
113.946029,22.500563,南山区,"113.946029,22.500563"
114.07111,22.622521,龙岗区,"114.07111,22.622521"
114.052664,22.561407,福田区,"114.052664,22.561407"
114.06371197734,22.529949340906,福田区,"114.06371197734,22.529949340906"
114.0621321159,22.532386204285,福田区,"114.0621321159,22.532386204285"
